-0,299988	7,40698E-7
-0,285034	4,98824E-7
-0,270081	3,94921E-7
-0,255127	3,34719E-7
-0,240173	2,90019E-7
-0,22522	2,47761E-7
-0,210266	2,04069E-7
-0,195313	1,50459E-7
-0,180359	9,24234E-8
-0,165405	3,56697E-8
-0,150452	-1,36988E-8
-0,135498	-4,85714E-8
-0,120544	-5,12175E-8
-0,105591	0
-0,0906372	1,44937E-7
-0,0756836	4,40326E-7
-0,06073	9,57211E-7
-0,0457764	1,78168E-6
-0,0308228	2,99245E-6
-0,0158691	4,63049E-6
-0,000915527	6,67703E-6
0,0140381	9,06987E-6
0,0289917	1,17193E-5
0,0439453	1,44635E-5
0,0588989	1,71469E-5
0,0738525	1,95936E-5
0,0888062	2,16601E-5
0,10376 	2,32649E-5
0,118713	2,43628E-5
0,133667	2,49812E-5
0,148621	2,51276E-5
0,163574	2,47246E-5
0,178528	2,36197E-5
0,193481	2,14742E-5
0,208435	1,7992E-5
0,223389	1,3402E-5
0,238342	8,91576E-6
0,253296	5,57395E-6
0,26825 	3,43147E-6
0,283203	2,11297E-6
0,298157	1,30411E-6
0,31311 	7,9737E-7
0,328064	4,73741E-7
0,343018	2,66077E-7
0,357971	1,3776E-7
0,372925	6,13224E-8
0,387878	1,84542E-8
0,402832	0
0,417786	5,9599E-9
0,432739	3,63339E-8
0,447693	7,28114E-8
0,462646	1,27599E-7
0,4776  	1,91543E-7
0,492554	2,73797E-7
0,507507	3,71309E-7
0,522461	4,77977E-7
0,537415	6,09059E-7
0,552368	7,554E-7
0,567322	9,13948E-7
0,582275	1,08775E-6
0,597229	1,27072E-6
0,612183	1,47199E-6
0,627136	1,67326E-6
0,64209 	1,88674E-6
0,657043	2,11243E-6
0,671997	2,34116E-6
0,686951	2,59127E-6
0,701904	2,85662E-6
0,716858	3,14335E-6
0,731812	3,45448E-6
0,746765	3,79614E-6
0,761719	4,16525E-6
0,776672	4,55574E-6
0,791626	4,95232E-6
