-0,399933	2,79346E-6
-0,384979	2,25011E-6
-0,370026	1,97196E-6
-0,355072	1,78811E-6
-0,340118	1,66069E-6
-0,325165	1,56916E-6
-0,310211	1,50372E-6
-0,295258	1,45607E-6
-0,280304	1,4249E-6
-0,26535	1,39797E-6
-0,250397	1,38102E-6
-0,235443	1,36069E-6
-0,22049	1,33614E-6
-0,205536	1,30698E-6
-0,190582	1,26541E-6
-0,175629	1,2093E-6
-0,160675	1,1362E-6
-0,145721	1,0447E-6
-0,130768	9,33971E-7
-0,115814	8,03771E-7
-0,100861	6,68964E-7
-0,085907	5,31623E-7
-0,0709534	3,9645E-7
-0,0559998	2,6979E-7
-0,0410461	1,59092E-7
-0,0260925	6,77107E-8
-0,0111389	1,30729E-8
0,0038147	0
0,0187683	3,98446E-8
0,0337219	1,39015E-7
0,0486755	2,93698E-7
0,0636292	5,07401E-7
0,0785828	7,64958E-7
0,0935364	1,05779E-6
0,10849 	1,3787E-6
0,123444	1,71152E-6
0,138397	2,05166E-6
0,153351	2,3802E-6
0,168304	2,68524E-6
0,183258	2,96404E-6
0,198212	3,20408E-6
0,213165	3,39193E-6
0,228119	3,53767E-6
0,243073	3,61841E-6
0,258026	3,65337E-6
0,27298 	3,63951E-6
0,287933	3,57071E-6
0,302887	3,46224E-6
0,317841	3,31104E-6
0,332794	3,13543E-6
0,347748	2,92625E-6
0,362701	2,70181E-6
0,377655	2,46517E-6
0,392609	2,21937E-6
0,407562	1,97052E-6
0,422516	1,73387E-6
0,437469	1,50333E-6
0,452423	1,285E-6
0,467377	1,08498E-6
0,48233 	8,97159E-7
0,497284	7,3986E-7
0,512238	5,94768E-7
0,527191	4,61883E-7
0,542145	3,47308E-7
0,557098	2,44941E-7
0,572052	1,60884E-7
0,587006	8,59829E-8
0,601959	2,63402E-8
0,616913	-5,83666E-9
0,631866	-1,9703E-8
0,64682 	0
0,661774	4,41171E-8
0,676727	1,12648E-7
0,691681	1,96438E-7
0,706635	2,8328E-7
0,721588	3,54863E-7
0,736542	4,02031E-7
0,751495	4,24786E-7
0,766449	4,26179E-7
0,781403	3,97054E-7
0,796356	3,58773E-7

