-0,299988	4,23237E-7
-0,285034	5,86955E-8
-0,270081	-6,90298E-8
-0,255127	-1,22994E-7
-0,240173	-1,43755E-7
-0,22522	-1,57955E-7
-0,210266	-1,68127E-7
-0,195313	-1,83639E-7
-0,180359	-1,93994E-7
-0,165405	-1,96566E-7
-0,150452	-1,73718E-7
-0,135498	-1,19559E-7
-0,120544	0
-0,105591	2,21152E-7
-0,0906372	6,00659E-7
-0,0756836	1,20944E-6
-0,06073	2,12707E-6
-0,0457764	3,42259E-6
-0,0308228	5,15308E-6
-0,0158691	7,30828E-6
-0,000915527	9,8084E-6
0,0140381	1,25363E-5
0,0289917	1,5364E-5
0,0439453	1,80834E-5
0,0588989	2,05289E-5
0,0738525	2,25603E-5
0,0888062	2,41251E-5
0,10376 	2,52519E-5
0,118713	2,59634E-5
0,133667	2,631E-5
0,148621	2,62994E-5
0,163574	2,58586E-5
0,178528	2,48288E-5
0,193481	2,29322E-5
0,208435	1,98364E-5
0,223389	1,54893E-5
0,238342	1,07241E-5
0,253296	6,83479E-6
0,26825 	4,20584E-6
0,283203	2,53515E-6
0,298157	1,49312E-6
0,31311 	8,3866E-7
0,328064	4,31394E-7
0,343018	1,91974E-7
0,357971	5,93659E-8
0,372925	0
0,387878	-1,96931E-8
0,402832	3,33844E-9
0,417786	5,0784E-8
0,432739	1,1654E-7
0,447693	1,91452E-7
0,462646	2,81622E-7
0,4776  	3,87051E-7
0,492554	5,01635E-7
0,507507	6,28426E-7
0,522461	7,70476E-7
0,537415	9,36941E-7
0,552368	1,11866E-6
0,567322	1,32175E-6
0,582275	1,54925E-6
0,597229	1,79201E-6
0,612183	2,06833E-6
0,627136	2,35687E-6
0,64209 	2,67592E-6
0,657043	3,01939E-6
0,671997	3,39032E-6
0,686951	3,80092E-6
0,701904	4,24205E-6
0,716858	4,71979E-6
0,731812	5,23415E-6
0,746765	5,78514E-6
0,761719	6,36359E-6
0,776672	6,95425E-6
0,791626	7,54186E-6
