-0,299988	4,19313E-7
-0,285034	1,31617E-7
-0,270081	4,80831E-8
-0,255127	2,35398E-8
-0,240173	1,96874E-8
-0,22522	1,62623E-8
-0,210266	6,82517E-9
-0,195313	-2,03427E-8
-0,180359	-5,26374E-8
-0,165405	-8,24298E-8
-0,150452	-1,04318E-7
-0,135498	-1,17875E-7
-0,120544	-9,08131E-8
-0,105591	0
-0,0906372	2,07573E-7
-0,0756836	5,8928E-7
-0,06073	1,21653E-6
-0,0457764	2,17438E-6
-0,0308228	3,51306E-6
-0,0158691	5,26222E-6
-0,000915527	7,36036E-6
0,0140381	9,72483E-6
0,0289917	1,22266E-5
0,0439453	1,47029E-5
0,0588989	1,69796E-5
0,0738525	1,89248E-5
0,0888062	2,04481E-5
0,10376 	2,1548E-5
0,118713	2,21993E-5
0,133667	2,24338E-5
0,148621	2,22166E-5
0,163574	2,14409E-5
0,178528	1,99084E-5
0,193481	1,73841E-5
0,208435	1,38862E-5
0,223389	1,00344E-5
0,238342	6,7105E-6
0,253296	4,3296E-6
0,26825 	2,75742E-6
0,283203	1,74676E-6
0,298157	1,09926E-6
0,31311 	6,74543E-7
0,328064	3,99358E-7
0,343018	2,2183E-7
0,357971	1,11441E-7
0,372925	4,37766E-8
0,387878	9,68125E-9
0,402832	4,23516E-22
0,417786	8,62929E-9
0,432739	3,25174E-8
0,447693	6,55607E-8
0,462646	1,10811E-7
0,4776  	1,62165E-7
0,492554	2,22674E-7
0,507507	2,92339E-7
0,522461	3,65055E-7
0,537415	4,5303E-7
0,552368	5,53212E-7
0,567322	6,59497E-7
0,582275	7,87145E-7
0,597229	9,20897E-7
0,612183	1,07601E-6
0,627136	1,24028E-6
0,64209 	1,41676E-6
0,657043	1,6207E-6
0,671997	1,84295E-6
0,686951	2,08962E-6
0,701904	2,3729E-6
0,716858	2,68976E-6
0,731812	3,0585E-6
0,746765	3,47606E-6
0,761719	3,94245E-6
0,776672	4,45157E-6
0,791626	4,99426E-6
